HORA;Tª HORNO CALIENTE;CANAL DE AIRE;Tª HORNO FRIO;INFR. SX;INFR. DX;
0:00:01;126;175,7;63;580;606;
0:01:01;126;175,4;63;588;655;
0:02:01;126;175,1;63;588;581;
0:03:01;126;174,7;63;583;612;
0:04:01;126;174,4;63;591;660;
0:05:01;126;174,4;63;577;606;
0:06:01;126;174,6;63;591;598;
0:07:01;126;175,2;63;585;623;
0:08:01;126;175,9;63;592;640;
0:09:01;126;176,6;63;590;596;
0:10:01;126;177,1;63;592;592;
0:11:01;126;177,3;63;591;580;
0:12:01;126;177,5;63;598;665;
0:13:01;126;177,7;63;595;608;
0:14:01;126;177,9;63;598;615;
0:15:01;126;178;63;596;672;
0:16:01;126;178,1;63;600;630;
0:17:01;126;178,2;63;587;596;
0:18:01;126;178,2;63;595;619;
0:19:01;126;178,2;63;602;617;
0:20:01;126;178,3;63;592;590;
0:21:01;126;178,3;63;594;605;
0:22:01;126;178,3;63;595;630;
0:23:02;126;178,2;63;595;612;
0:24:01;126;178,1;63;602;650;
0:25:01;126;177,7;63;595;580;
0:26:01;126;177,3;63;606;597;
0:27:01;126;177;63;606;615;
0:28:01;126;176,8;63;606;680;
0:29:01;126;176,5;63;600;606;
0:30:01;126;176,2;63;602;603;
0:31:01;126;176,4;63;609;660;
0:32:01;126;176,4;63;592;615;
0:33:01;126;176,4;63;590;650;
0:34:01;126;176,3;63;588;666;
0:35:01;126;176,3;63;602;590;
0:36:01;126;176,4;63;588;661;
0:37:01;126;176,6;63;595;616;
0:38:01;126;177,1;63;602;612;
0:39:01;126;177,4;63;594;576;
0:40:01;126;177,4;63;590;661;
0:41:01;126;177,1;63;603;621;
0:42:02;126;177,1;63;597;598;
0:43:01;126;177,2;63;608;640;
0:44:01;126;177,3;63;600;668;
0:45:01;126;177,4;63;598;659;
0:46:01;126;177,3;63;606;672;
0:47:01;126;176,9;63;600;659;
0:48:01;126;176,5;63;587;656;
0:49:01;126;176,3;63;603;610;
0:50:01;126;176,3;63;596;578;
0:51:01;126;176,3;63;591;609;
0:52:01;126;176,4;63;598;666;
